,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
t91,0.3107889,0.242627442,0.572770476,0.433208823,0.453838915,0.370488912,0.927529871,0.183803871,0.134399638,0.118704446,0.351188987,0.113292404,0.183154717,0.211025491,0.367322445,0.256431401,0.636852086,0.738398015,0.432430744,0.221269518,0.124142535,0.226747856,0.679866552,0.367089599,0.650268555,1.104658008,0.57656163,0.245731845,0.379358888,0.325033426,0.975827038,0.219959512,0.269097388,0.282560945,0.343405932,0.25058201,0.420732409,0.444473743,0.579456151,0.440336078,0.472728014,0.635512233,0.313227087,0.21684067,0.149448976,0.154744297,0.157945693,0.302204937,0.432425916,0.321844041,0.361067384,0.175353065,0.303689361,0.146564275,0.126925468,0.149865866,0.326925486,0.351188987,0.26205048,0.225531563,0.134797558,0.333828986,0.224185005,0.170288041,0.302285671,0.304648221,0.325047255,0.094481952,0.30873844,0.110769145,0.16972968,0.178588346,0.375388384,0.30433479,0.280086666,0.134399638,0.192146733,0.308309376,0.734335601,0.276058048,0.178693384,0.246612057,0.477301061,0.179037184,0.637417912,0.258702904,0.154006839,0.142362073,0.136698529,0.140632227,0.138107643,0.147506282,0.14452213,0.144896641,0.140735105,0.136323735,0.148029983,0.175081179,0.173931271,0.1382882,0.150631532,0.16584371,0.198765293,0.215771571,0.15660277,0.18396762,0.134166837,0.254424274,0.262483031,0.122342117,0.175390661,0.129974887,0.285202026,0.254939675,0.257923752,0.135064483,0.211437821,0.180779427,0.169668764,0.220710918,0.353892863,0.133833095,0.148364365,0.263354599,0.386686176,0.144478917
t92,0.30944562,0.243650928,0.575384676,0.43900919,0.467470944,0.361591339,0.919507563,0.182930127,0.136934847,0.118127726,0.345003396,0.10845542,0.183162302,0.21532692,0.359165162,0.253407449,0.622288585,0.738553345,0.426756293,0.234912932,0.121760435,0.225350827,0.682665586,0.378340334,0.653122365,1.090748191,0.57089287,0.272255838,0.397212893,0.356948853,0.986894071,0.217433974,0.267443717,0.279178709,0.340878755,0.250139743,0.436295718,0.440528095,0.585038424,0.427296817,0.476516873,0.658033967,0.308842391,0.227152064,0.148828939,0.155210525,0.158751756,0.306943327,0.427902102,0.303859115,0.366142094,0.176315576,0.301427901,0.146584779,0.128194928,0.149003714,0.329356313,0.345003396,0.263093293,0.246876523,0.133995682,0.32581538,0.236101702,0.171235099,0.298054963,0.30123809,0.328287333,0.092805073,0.279342353,0.109302185,0.171921656,0.181442738,0.367221534,0.299357116,0.284001082,0.136934847,0.1921345,0.303085208,0.766504049,0.274279803,0.178298518,0.246073082,0.461904734,0.176196679,0.637120485,0.260701954,0.155251577,0.143152565,0.137617812,0.140435353,0.138742402,0.148747236,0.143898368,0.144449845,0.139820367,0.135740831,0.149462983,0.174749404,0.172892362,0.137463987,0.151572302,0.165190056,0.198151931,0.213886425,0.1558768,0.182674512,0.133134529,0.257324189,0.262709647,0.137991786,0.1871517,0.132746086,0.286445141,0.255753249,0.256824911,0.133187696,0.205204427,0.180144042,0.173976541,0.222152725,0.311251402,0.134445742,0.142823994,0.233075723,0.424045622,0.141493857
t93,0.308106452,0.244677037,0.578010738,0.444877118,0.481471002,0.352860659,0.911570728,0.182058379,0.139488369,0.117551997,0.338900268,0.103686459,0.183169886,0.219675958,0.351148605,0.25040558,0.6080724,0.738708675,0.421145797,0.24903512,0.1193946,0.224384531,0.685477197,0.389864445,0.655989468,1.077067614,0.565472901,0.30056268,0.415787011,0.391224533,0.989361763,0.215438008,0.265796483,0.275823146,0.33772859,0.249697894,0.452355713,0.436612964,0.590675235,0.414589912,0.480333358,0.681413114,0.304500967,0.237737298,0.148209974,0.155677363,0.159559608,0.311733425,0.423418969,0.286585301,0.371272475,0.177280545,0.299178123,0.146605313,0.129469037,0.148143634,0.331800342,0.338900268,0.264138728,0.269398481,0.133195624,0.317942709,0.248381466,0.172184557,0.293865114,0.297854543,0.331550986,0.091136634,0.251849294,0.107841529,0.174126655,0.18431896,0.359194487,0.29443574,0.287951678,0.139488369,0.192130685,0.29792279,0.797145665,0.272508919,0.177885205,0.245534763,0.446954578,0.173264772,0.636823356,0.26271069,0.156500608,0.14394483,0.138539508,0.140238568,0.139378324,0.149992496,0.143275693,0.1440036,0.138908014,0.135158867,0.150901735,0.174417898,0.171856329,0.136641696,0.152515531,0.164537549,0.197539538,0.212010324,0.155152291,0.18138589,0.129602864,0.258479923,0.261357427,0.1634074,0.196764022,0.136377439,0.284477919,0.255194783,0.255539417,0.13112469,0.195377722,0.179800585,0.174594417,0.225165546,0.293563277,0.134541109,0.137088239,0.208951235,0.411849558,0.138552338
t94,0.306771249,0.245705754,0.580648899,0.450813562,0.495853961,0.344291985,0.903717995,0.181188628,0.142060429,0.116977215,0.332877994,0.098984055,0.183177486,0.224073455,0.34326914,0.247425497,0.594191253,0.738864124,0.415598124,0.263661653,0.117044918,0.225459978,0.688301444,0.401672095,0.658870161,1.063610435,0.560209632,0.330838472,0.435088515,0.414153129,0.977393746,0.214305937,0.26439184,0.270596981,0.334256619,0.247205615,0.468936592,0.432728022,0.596367419,0.402202636,0.484177798,0.705699801,0.298180908,0.248607442,0.147592053,0.156144783,0.160369262,0.315823197,0.418975919,0.269981086,0.37645933,0.178248033,0.29693988,0.146625817,0.13074778,0.147285581,0.334257632,0.332877994,0.265186757,0.293197513,0.132397383,0.310207158,0.261041135,0.173136443,0.289715469,0.294497102,0.33483848,0.089476563,0.226080328,0.106387168,0.176344797,0.18721731,0.351303846,0.289569885,0.29193899,0.142060429,0.192222103,0.292821109,0.823507547,0.270745486,0.177258894,0.244997159,0.4324314,0.170355797,0.636526227,0.264729142,0.157143533,0.144495055,0.13905932,0.1404524,0.139732286,0.150280759,0.142648473,0.143299252,0.139107347,0.13489446,0.151491687,0.173856601,0.17146872,0.136287779,0.153167754,0.164099306,0.197609618,0.211645141,0.155603245,0.180551976,0.126106516,0.259638906,0.260009646,0.190715685,0.206623554,0.140046522,0.282519698,0.254637033,0.254257947,0.129073754,0.185797021,0.17911759,0.175213307,0.229419574,0.277215064,0.134721667,0.131169289,0.195773065,0.39228943,0.139894828
t95,0.302729875,0.24386698,0.574243903,0.449444205,0.497480512,0.335952193,0.889310658,0.180370331,0.146314383,0.11639902,0.330108196,0.099660367,0.183356762,0.228464365,0.335527092,0.254664898,0.595511556,0.723934174,0.415217042,0.275930256,0.120048016,0.226900667,0.692783535,0.411478609,0.652931213,1.06521821,0.555197835,0.340984046,0.447262257,0.433294445,0.958576322,0.213604599,0.263366908,0.264798075,0.330810994,0.242237866,0.470760345,0.430138111,0.595581532,0.398000181,0.487458199,0.724373817,0.290092438,0.249340981,0.146756709,0.154979154,0.159341261,0.306911349,0.427986473,0.258755535,0.382015795,0.179559693,0.285355985,0.146145642,0.148703337,0.146607399,0.339042127,0.330108196,0.252668858,0.30030638,0.133453816,0.301354289,0.263180166,0.170752272,0.287636966,0.295619041,0.333191365,0.091681845,0.216562033,0.103299461,0.176538587,0.186013818,0.34201023,0.295932204,0.287713647,0.146314383,0.192469314,0.288718671,0.847939849,0.268989384,0.176285475,0.24446027,0.426263362,0.167469501,0.604812503,0.262819499,0.157154009,0.14479287,0.139160126,0.14109312,0.139792725,0.149573311,0.14201656,0.142328516,0.140462622,0.134958968,0.151196346,0.173057839,0.171752036,0.136418611,0.153516263,0.163882643,0.198388502,0.21284391,0.157278895,0.180186972,0.122644924,0.260801166,0.258666247,0.220136315,0.216739953,0.143753901,0.280570477,0.254080087,0.252980471,0.127034798,0.194590345,0.177911609,0.173101366,0.234458089,0.25750488,0.135331452,0.12819688,0.187643901,0.35169667,0.147135809
t96,0.297085017,0.240292311,0.565124393,0.445788622,0.495031327,0.328615457,0.800355017,0.181575656,0.151199013,0.115758143,0.328442842,0.103729591,0.183644161,0.232868537,0.327920467,0.277918816,0.60201031,0.704387605,0.416588575,0.285563797,0.126153484,0.228370547,0.705272794,0.419477344,0.63961792,1.079855084,0.550230205,0.34780407,0.449089199,0.450444877,0.940211296,0.212904513,0.263501316,0.258737952,0.327391624,0.23692964,0.45463714,0.429084957,0.587017238,0.403431594,0.4900406,0.735521734,0.282153249,0.241389066,0.145737976,0.152437672,0.156763002,0.298177004,0.442687273,0.249425068,0.387746423,0.180993736,0.27099511,0.14549464,0.173825845,0.145991385,0.344682813,0.328442842,0.236097589,0.301396072,0.135153592,0.292257637,0.26162836,0.167251647,0.286264539,0.298287153,0.329866886,0.095245212,0.212316558,0.099683985,0.176035345,0.183413327,0.332386732,0.306350887,0.280761003,0.151199013,0.192716733,0.284702957,0.873244286,0.267240614,0.175314575,0.243924081,0.420577317,0.164605632,0.57323271,0.260718197,0.15716444,0.145090938,0.139260963,0.141735032,0.13985312,0.148867264,0.141385779,0.141360417,0.141823068,0.13502349,0.150901258,0.172260776,0.172035545,0.136549458,0.153865084,0.163666099,0.199168965,0.214046374,0.158962339,0.179822296,0.119530901,0.261849493,0.257517129,0.251202911,0.226979822,0.147301227,0.278690934,0.253263056,0.251740724,0.125040993,0.206382588,0.176526085,0.170938715,0.240203336,0.234532893,0.136042774,0.128878534,0.178204238,0.312541097,0.153803542
t97,0.291512758,0.236748859,0.556149006,0.442159086,0.492593229,0.321396559,0.721621335,0.18278484,0.156150728,0.115118489,0.326783687,0.107848577,0.183931813,0.237321585,0.32044059,0.302522242,0.60858202,0.685422838,0.417963922,0.295419246,0.132367969,0.231841162,0.723516047,0.427607507,0.626591265,1.094756961,0.545306265,0.35472694,0.449514091,0.468191773,0.923175395,0.212232754,0.263722897,0.252765179,0.32264933,0.231618538,0.439005852,0.428034008,0.578577876,0.408924252,0.492635608,0.746863365,0.274359345,0.233590096,0.144722149,0.149913952,0.154202938,0.289614946,0.457827657,0.240302354,0.393546402,0.182433277,0.257108539,0.14484483,0.200768307,0.145376444,0.35039404,0.326783687,0.220180735,0.302488506,0.136861578,0.283349037,0.260082364,0.163783893,0.284896553,0.300971776,0.326566756,0.098847166,0.208116651,0.096107133,0.175532788,0.180830672,0.322964221,0.317023307,0.273920238,0.156150728,0.192964301,0.280724585,0.899468422,0.266221613,0.174346194,0.243388638,0.414955854,0.161763921,0.543306291,0.258627474,0.157174915,0.145389259,0.139361843,0.142378092,0.139913589,0.148162588,0.140756086,0.140394911,0.143188789,0.135088027,0.150606409,0.171465397,0.172319248,0.136680365,0.154214248,0.163449675,0.199950993,0.215252534,0.160653576,0.179457977,0.128395483,0.258484095,0.263599992,0.256277353,0.231956184,0.143366709,0.279114872,0.242725611,0.251781881,0.124313504,0.209629908,0.173150763,0.171481669,0.247225717,0.211832032,0.135689512,0.131029546,0.16660361,0.264342993,0.152085379
t98,0.286011606,0.233236313,0.545800388,0.440184295,0.490106553,0.314292639,0.651443303,0.183997884,0.162087351,0.114479996,0.325913101,0.112018242,0.184219658,0.241824359,0.313084334,0.328596145,0.614841461,0.668814063,0.418847799,0.305504441,0.138694391,0.24139291,0.745675027,0.435872406,0.613842309,1.109930277,0.540425479,0.36292696,0.450507641,0.486045569,0.90849787,0.211623356,0.263944626,0.247303039,0.315999657,0.226376891,0.423844308,0.426985264,0.570260763,0.414479285,0.495243371,0.758403838,0.27244243,0.225939617,0.143709153,0.14740777,0.151660815,0.286423385,0.472417712,0.232256785,0.39837262,0.183415413,0.245010257,0.144325897,0.228508219,0.144675583,0.355712444,0.325913101,0.205639556,0.304884404,0.138196647,0.274846435,0.25880608,0.16037634,0.283068925,0.304429531,0.323318928,0.102315374,0.20417507,0.092819773,0.174874872,0.178217098,0.316057444,0.326156378,0.267380327,0.162087351,0.193212032,0.276783109,0.926663041,0.265464425,0.17338036,0.242480382,0.409397811,0.158944085,0.514906704,0.256547213,0.157185361,0.145687819,0.139462769,0.143022329,0.139974043,0.147459313,0.14012751,0.139432058,0.144559711,0.135152563,0.150311783,0.170671761,0.172603205,0.136811301,0.154563755,0.163233399,0.200734645,0.216462418,0.162352666,0.179094002,0.137490943,0.255145788,0.269772977,0.261414856,0.236995116,0.139475107,0.279539227,0.232454553,0.251823097,0.123587489,0.203996524,0.16980584,0.173740074,0.257629186,0.197878674,0.133297279,0.130680472,0.155686602,0.217165247,0.149891853
t99,0.286708742,0.232968897,0.521159828,0.454537064,0.487042993,0.307301164,0.588498294,0.185214877,0.180296719,0.113842689,0.33519423,0.11410217,0.17781283,0.243564695,0.305022836,0.367801219,0.616847456,0.672457576,0.414256006,0.300364733,0.146640167,0.264001399,0.768606424,0.443067133,0.607309043,1.106333375,0.537025094,0.375216961,0.456081718,0.503085017,0.906166673,0.21139124,0.264166355,0.243035913,0.308419228,0.223015815,0.428633124,0.424187571,0.584992111,0.406252623,0.485833585,0.741526604,0.271319509,0.222869053,0.146074861,0.15062508,0.15012379,0.291095078,0.469377488,0.235567972,0.389901638,0.178491086,0.250321895,0.145475194,0.24172163,0.142863154,0.355099916,0.33519423,0.201150998,0.324441105,0.134659529,0.269340813,0.260927677,0.157352477,0.275362402,0.317825347,0.320453227,0.103583649,0.202996969,0.092779256,0.172224298,0.175003141,0.339699477,0.31249693,0.263372928,0.180296719,0.193459883,0.272877991,0.954883218,0.264721245,0.172417,0.240546912,0.403902143,0.156145915,0.487919867,0.254477441,0.157195807,0.145986632,0.139563695,0.143667713,0.140034482,0.146757409,0.139500067,0.138471797,0.145935938,0.135217115,0.150017411,0.169879794,0.17288737,0.136942312,0.154913604,0.163017228,0.201519877,0.217676044,0.164059699,0.178730398,0.146826446,0.251834363,0.276038021,0.266616672,0.24209775,0.135625735,0.279964,0.222439811,0.251864314,0.122863017,0.197030798,0.169527307,0.176238894,0.277076185,0.191678271,0.130921185,0.124560647,0.153844222,0.185989812,0.1476347
t100,0.287640065,0.232823253,0.497583956,0.469303548,0.483997017,0.30051282,0.532697439,0.186435819,0.199435011,0.113206588,0.34466964,0.116071567,0.171126649,0.245145395,0.296855956,0.41455543,0.618860304,0.676122606,0.409706563,0.292107493,0.154810846,0.287905931,0.792351365,0.450178295,0.601752341,1.099888563,0.535236299,0.387834996,0.476312339,0.518778503,0.904484034,0.211179197,0.263223737,0.240245774,0.300957263,0.220914051,0.439173251,0.42091462,0.606930375,0.394384772,0.473297715,0.717403889,0.270199537,0.220376045,0.148883536,0.154597908,0.14871645,0.295818031,0.466354817,0.238906622,0.381577432,0.17363067,0.255703151,0.146628186,0.255379766,0.14105992,0.354488283,0.34466964,0.196714088,0.344892204,0.131157532,0.263906389,0.263060242,0.154353499,0.267793804,0.331638008,0.317605853,0.104856744,0.20182243,0.092738733,0.169592485,0.171816692,0.364637673,0.299247652,0.259403646,0.199435011,0.193707928,0.269008726,0.975090265,0.263979435,0.171456143,0.238152817,0.398467809,0.15597865,0.46224305,0.252417952,0.157206297,0.146285683,0.13966465,0.144314274,0.140094981,0.146056861,0.138873726,0.137514144,0.147317454,0.135281697,0.149723291,0.169089496,0.173171744,0.137073353,0.155263782,0.162801161,0.202306718,0.218893379,0.165774688,0.178367168,0.156411588,0.248549342,0.28239724,0.271883965,0.247265339,0.131817907,0.28038922,0.212671995,0.251905501,0.122140057,0.194663435,0.170432612,0.178345293,0.297459096,0.186857447,0.133890867,0.119418696,0.152187109,0.176368192,0.145365015
t101,0.288573414,0.232677594,0.475005358,0.484501928,0.480968654,0.296546936,0.508817971,0.187481552,0.219575197,0.112453505,0.35434556,0.118052319,0.164558977,0.24673222,0.288840145,0.466216058,0.620879829,0.679809272,0.405198991,0.284005523,0.16317001,0.313221246,0.816953957,0.457389921,0.596247792,1.093492627,0.533960402,0.400794566,0.497356713,0.534937859,0.90280509,0.210967243,0.261313438,0.23747468,0.293755859,0.224359006,0.449938148,0.417663246,0.629718065,0.38280201,0.461056083,0.694152594,0.267486811,0.217898652,0.151714295,0.158614784,0.147314593,0.300593108,0.46334967,0.242273048,0.373396426,0.168832973,0.261155456,0.147784904,0.269505322,0.139265761,0.353877366,0.35434556,0.192327961,0.366300374,0.127690226,0.258541912,0.265203685,0.151379213,0.260359555,0.345887244,0.314776719,0.106134646,0.200651482,0.092698202,0.166979328,0.168657407,0.390981734,0.286390305,0.255472034,0.219575197,0.193634361,0.265242666,0.984640241,0.263238847,0.170469448,0.235772878,0.391389519,0.156666324,0.443246007,0.25160563,0.157216743,0.146584988,0.139765635,0.144961998,0.140155464,0.145357713,0.138248503,0.136559084,0.148704335,0.135346264,0.149429396,0.168300927,0.173456341,0.137204468,0.155614302,0.162585258,0.203095168,0.220114514,0.167497709,0.17800425,0.169312969,0.245868042,0.28594023,0.277921021,0.248877421,0.13049452,0.282800227,0.208289415,0.251697123,0.121545956,0.196354643,0.171497971,0.180106848,0.389128506,0.182289183,0.136986002,0.117625318,0.150395364,0.167358816,0.143551022
t102,0.288606048,0.230883092,0.471123725,0.48864603,0.481585771,0.292616963,0.485950738,0.184756175,0.236296669,0.110554703,0.354848951,0.117389679,0.159103855,0.246277973,0.281980962,0.520702243,0.625785112,0.688001275,0.406528831,0.275301307,0.171815977,0.334051698,0.829948604,0.464916259,0.584918678,1.0830791,0.532747388,0.412300676,0.519264877,0.551584065,0.90113008,0.210755363,0.258824587,0.234722465,0.287362695,0.22783415,0.459910244,0.414507657,0.649685681,0.373941213,0.451031268,0.672810018,0.260014951,0.216699734,0.154239327,0.161288843,0.147719011,0.307301641,0.459130257,0.245631605,0.371098369,0.165517405,0.261519939,0.146832138,0.282600373,0.137564197,0.352083117,0.354848951,0.187312096,0.376429945,0.126076981,0.253569454,0.264765888,0.150302544,0.25294441,0.346665531,0.313637227,0.103754155,0.197460189,0.093347922,0.165557891,0.164485633,0.398219526,0.278671533,0.253034562,0.236296669,0.193342745,0.261532038,0.993392825,0.262499571,0.169466242,0.233406901,0.383872181,0.157751277,0.426650524,0.251194865,0.157227218,0.146884531,0.13986665,0.145610914,0.140215948,0.144659907,0.137624338,0.135606572,0.150096565,0.13541086,0.149135739,0.167514026,0.173741147,0.137335598,0.155965179,0.16236949,0.203885242,0.221339419,0.169228837,0.17764169,0.187228516,0.244020969,0.285373628,0.285060823,0.245383814,0.132664785,0.288078427,0.211306259,0.251134634,0.121133618,0.197885931,0.172495738,0.181488633,0.516002476,0.177990958,0.137342677,0.117511868,0.148530215,0.158714131,0.142528534
t103,0.286419958,0.225075945,0.492642432,0.477215886,0.487260878,0.288722575,0.464032948,0.182050407,0.24734661,0.108666435,0.342705578,0.109858319,0.156325027,0.240496472,0.282429159,0.558605015,0.634748995,0.702607751,0.415976524,0.262604117,0.180877626,0.347357839,0.842088401,0.473517448,0.548702061,1.055055022,0.531537056,0.422850043,0.53154242,0.566936851,0.900431633,0.225676313,0.256350607,0.232687846,0.283796459,0.231339827,0.460920334,0.412027687,0.637297809,0.387049824,0.458288938,0.661528826,0.252675176,0.219623342,0.155710518,0.1594778,0.154044136,0.314765751,0.452999562,0.248968035,0.376811862,0.164182559,0.25486359,0.142994791,0.293952435,0.135985479,0.348673552,0.342705578,0.181438446,0.369957983,0.126985848,0.249097601,0.26078248,0.151821658,0.245509133,0.328870237,0.31481123,0.096436411,0.191543549,0.094955295,0.165760472,0.158947945,0.378069401,0.277632147,0.252618045,0.24734661,0.193039104,0.257854223,1.002244711,0.260442168,0.168464631,0.231054738,0.37647149,0.158839479,0.410589933,0.250784516,0.157237664,0.147184342,0.139967695,0.146260992,0.140276462,0.143963441,0.137001306,0.134656653,0.15149422,0.135475472,0.14884232,0.166728795,0.174026191,0.137466803,0.156316355,0.16215384,0.204676896,0.222568169,0.170968071,0.177279502,0.206033871,0.24218224,0.284807801,0.292321891,0.241919965,0.134848535,0.293422341,0.214346558,0.25057292,0.12072178,0.199130043,0.172898367,0.182086378,0.702192783,0.173741549,0.136137992,0.117654018,0.14585714,0.150289863,0.14218609
t104,0.284244925,0.219352394,0.515069425,0.466029882,0.492997527,0.284863144,0.443006426,0.179363936,0.25870356,0.106788605,0.330877036,0.102490202,0.153567269,0.23479633,0.282877803,0.599236906,0.643848419,0.71755743,0.425608784,0.250282735,0.190163404,0.353763103,0.85319674,0.482262701,0.514687836,1.027965069,0.527844489,0.433628321,0.533526361,0.578733921,0.900241852,0.249636829,0.253949136,0.232169256,0.281182528,0.234876454,0.461932421,0.409560114,0.625159144,0.400527716,0.465650529,0.650450528,0.245464131,0.222568721,0.15718767,0.157675713,0.160481751,0.322357923,0.446941435,0.252331883,0.382595152,0.162852556,0.248312995,0.139198288,0.305610925,0.134413794,0.345289141,0.330877036,0.175655201,0.363573909,0.127897054,0.244674072,0.256836861,0.153347149,0.238207072,0.311752766,0.315988332,0.089275919,0.185717449,0.096570462,0.165963173,0.153493136,0.358740896,0.276595354,0.252201945,0.25870356,0.192735717,0.254208773,1.011197567,0.257193238,0.167465761,0.228716344,0.369184762,0.159930944,0.395038694,0.250374526,0.157105073,0.147513852,0.140294939,0.14609164,0.139938653,0.14405407,0.137255311,0.135323375,0.151910201,0.136354446,0.148823649,0.167422578,0.174547464,0.138362646,0.156269193,0.161842093,0.204598367,0.223901466,0.170460001,0.178441808,0.225797102,0.240351856,0.28424266,0.299707353,0.238485351,0.137045905,0.298833221,0.217410609,0.250011981,0.120310433,0.199589968,0.171786204,0.182730719,0.990868866,0.166696727,0.134610519,0.11863403,0.141966313,0.143779561,0.142186671
t105,0.282080919,0.21371071,0.538463354,0.455080301,0.498796821,0.281038225,0.422818005,0.176696584,0.270380646,0.104921162,0.319351137,0.095280074,0.150830403,0.229175761,0.283326954,0.642903745,0.653086364,0.732862532,0.435431093,0.238320723,0.199681729,0.36025852,0.864481032,0.491155833,0.482680947,1.001763821,0.521209121,0.444643289,0.531334519,0.587134421,0.900394499,0.281251252,0.251796782,0.233012959,0.27858454,0.238186195,0.462946504,0.407104969,0.613262117,0.414390594,0.473118335,0.6395697,0.241211653,0.225536183,0.158670872,0.155882522,0.167034864,0.328715622,0.440954655,0.255723417,0.38844952,0.16152738,0.241865605,0.135442019,0.317588389,0.132849067,0.341929525,0.319351137,0.16996029,0.357275963,0.128810674,0.240298048,0.252928585,0.154879123,0.231034592,0.295275003,0.317168564,0.082267664,0.179979786,0.098193526,0.166165978,0.148119345,0.340184838,0.275561064,0.251786292,0.270380646,0.192432567,0.250595301,1.020252705,0.253699362,0.166469574,0.226391554,0.362009406,0.161025688,0.379973054,0.249964967,0.156875983,0.147863552,0.140775532,0.145369276,0.139332592,0.1446767,0.138102964,0.137088135,0.151660547,0.137788266,0.148990512,0.169120997,0.175229236,0.139779598,0.15595296,0.161465675,0.203932136,0.225307554,0.168438658,0.180644214,0.246593222,0.238529637,0.283678293,0.307220399,0.235079736,0.139257014,0.304312348,0.220498696,0.249451801,0.119899578,0.195530981,0.16934745,0.183693618,1.300424576,0.159631714,0.133057073,0.119616836,0.13831909,0.13884306,0.143123388
t106,0.275199264,0.20634605,0.526877403,0.456315666,0.485466242,0.278243035,0.407165438,0.174048185,0.272788674,0.103063986,0.309093088,0.096400551,0.14692162,0.22445102,0.28147015,0.684756756,0.652150691,0.741615236,0.435933381,0.229862303,0.199154392,0.366845876,0.875377178,0.49569121,0.459213436,0.987790227,0.503578305,0.451934516,0.52915132,0.595473886,0.900547266,0.315402389,0.250626832,0.233927011,0.276002377,0.240656644,0.471052974,0.403884917,0.600912631,0.426812142,0.478966564,0.649196684,0.238748506,0.228434891,0.163042992,0.15397127,0.168111205,0.322343111,0.452817351,0.257298946,0.390258938,0.161155328,0.241037428,0.137758106,0.324302018,0.132015079,0.338860959,0.309093088,0.167309701,0.361173779,0.128652915,0.235107765,0.251299948,0.152301729,0.221438348,0.296475291,0.30693841,0.082501888,0.179216921,0.099333331,0.166648984,0.14819023,0.319874287,0.270822108,0.250332177,0.272788674,0.192129642,0.24701342,1.029412389,0.250234932,0.165476114,0.224661112,0.354942828,0.16212368,0.365370512,0.249555796,0.156646997,0.148213595,0.141256765,0.144648373,0.138727561,0.145300418,0.138952628,0.138861746,0.151411071,0.139227912,0.149157465,0.17082727,0.175912261,0.141202226,0.155637011,0.161089644,0.203266993,0.226718605,0.166428268,0.182859585,0.257052541,0.241400138,0.2852844,0.305261195,0.237391949,0.141214862,0.303364486,0.220552638,0.246113375,0.119069405,0.186313584,0.168063074,0.1847395,1.353721738,0.15482159,0.131958663,0.120018668,0.139320508,0.134457529,0.144062608
t107,0.265565455,0.198024184,0.504084289,0.461678594,0.466271371,0.275466293,0.391999125,0.171703771,0.27228567,0.10140381,0.299362749,0.102701642,0.142327443,0.220282465,0.277214408,0.723770142,0.647937357,0.748243988,0.433408022,0.225619107,0.19289653,0.378671676,0.885387421,0.495792776,0.443214476,0.985316277,0.486508071,0.459211856,0.528078854,0.603991091,0.899443746,0.351790518,0.24979943,0.234805867,0.274195641,0.242913276,0.489827871,0.399577379,0.587851465,0.436843306,0.482376099,0.68994534,0.236300275,0.231285155,0.169699222,0.151974276,0.164984986,0.316060275,0.472037196,0.258313149,0.39081198,0.161075339,0.241918728,0.141977012,0.329385877,0.131405309,0.335894287,0.299362749,0.165585414,0.368283689,0.128166005,0.229722604,0.250366837,0.148495749,0.211307198,0.30308035,0.293570131,0.084950045,0.179967925,0.100325711,0.167218864,0.149926826,0.299723327,0.265015543,0.248565555,0.27228567,0.191757366,0.244700089,1.041172028,0.246799499,0.164647311,0.223497376,0.351050705,0.163208246,0.355712175,0.246404454,0.156418175,0.148563981,0.141738668,0.1439289,0.138123557,0.145925209,0.139804333,0.140644222,0.15116176,0.140673444,0.149324492,0.172541454,0.176596537,0.142630607,0.15532133,0.160714,0.202603027,0.228134722,0.1644288,0.185088113,0.264991015,0.245439604,0.287424624,0.301031083,0.241112709,0.143118694,0.300866246,0.219870791,0.242138654,0.118140146,0.178070456,0.170383111,0.188232437,1.17579484,0.152530402,0.134876594,0.120210662,0.143907115,0.13004832,0.144114137
t108,0.256148726,0.189878851,0.482219189,0.467097878,0.447762132,0.272707611,0.377296388,0.176024973,0.271783292,0.101571739,0.289845496,0.109123006,0.137791768,0.216157421,0.273001015,0.765287399,0.643753171,0.754940152,0.43089518,0.22142075,0.186739668,0.394966751,0.890572667,0.495894313,0.427705348,0.982850015,0.469972253,0.466593444,0.530883729,0.612833083,0.878938198,0.380878121,0.248973697,0.235556915,0.273230702,0.245046273,0.509292483,0.39530769,0.575078547,0.447078407,0.485807955,0.733512044,0.233863622,0.234155789,0.176477477,0.149988279,0.161885142,0.309865326,0.491993219,0.259329826,0.391365677,0.160995364,0.242801994,0.146246478,0.33452794,0.130796611,0.332947016,0.289845496,0.163869202,0.375503063,0.12767975,0.224409014,0.249435812,0.144729674,0.201432139,0.309786946,0.280603349,0.087416634,0.180720404,0.101321042,0.167789638,0.151671857,0.280464798,0.259288698,0.246806562,0.271783292,0.191107303,0.243271291,1.055953145,0.243392736,0.164467812,0.222740293,0.349352628,0.164153248,0.349392682,0.241365671,0.156189501,0.148914695,0.142221183,0.143210903,0.137520581,0.146551087,0.14065811,0.142435759,0.150912613,0.142124861,0.149491593,0.174263582,0.17728205,0.14406468,0.155005947,0.160338759,0.201940179,0.229555815,0.162440181,0.187329859,0.273083419,0.249519467,0.289575607,0.296841651,0.244867891,0.145032734,0.298382193,0.219190121,0.238202438,0.117213331,0.175952867,0.17271778,0.194158986,0.992265224,0.151318893,0.140769705,0.120062329,0.146112919,0.125642896,0.143964171
