,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
t446,0.148684517,0.283585042,0.209263697,0.373480648,0.41262123,0.20516333,0.456026524,0.185009822,0.306404918,0.131203935,0.279815495,0.11421711,0.143310294,0.208370686,0.790411532,0.608860016,0.672209203,0.671743512,0.432922274,0.296704441,0.156503737,0.319193572,0.214936718,0.475592315,0.500812113,0.872048378,0.318584889,0.203995526,0.512033641,0.635780036,0.911078513,0.310297728,0.671435833,0.190027446,0.369604796,0.329880267,0.437679172,0.380203843,0.516329408,0.360966116,0.444832772,0.621964157,0.703548133,0.242229804,0.161815912,0.164053738,0.168127477,0.323038161,0.468962103,0.091285817,0.123322964,0.176390022,0.221429467,0.294362366,0.354225129,0.120482601,0.331290394,0.279815495,0.132139012,0.295848757,0.303110987,0.243653685,0.131948501,0.370950639,0.303871274,0.24450323,0.139467821,0.121925496,0.398230851,0.113110423,0.346158385,0.390233845,0.385332733,0.261999458,0.161956906,0.306404918,0.29418999,0.6292665,1.171138763,0.506829858,0.525774419,0.600208342,0.306581765,0.510024607,0.305749834,0.587517202,0.15363273,0.154173672,0.156547248,0.14441067,0.14004688,0.156802043,0.143658534,0.136912197,0.145502374,0.1381239,0.155054972,0.158681244,0.180443823,0.152648881,0.155904159,0.166129276,0.199722722,0.223386332,0.174749285,0.193693891,0.282061428,0.232761681,0.120221511,0.269675136,0.261181355,0.126977369,0.138922811,0.238245711,0.227839306,0.094931677,0.203126445,0.171992555,0.439287871,0.194977954,0.145861417,0.141367897,0.125194043,0.142836928,0.126299247,0.443726331
t447,0.163741797,0.29821232,0.209589079,0.39150545,0.415299207,0.200677007,0.439626455,0.179625958,0.309899509,0.140727296,0.279634506,0.116396487,0.138364837,0.207742125,0.796858966,0.630086303,0.670659244,0.679187834,0.43561551,0.296394795,0.14893952,0.337115169,0.214920998,0.482107401,0.477781594,0.89116168,0.335186392,0.206274495,0.531182051,0.619107604,0.890939236,0.336452365,0.66765058,0.188536897,0.365470767,0.327631652,0.439183444,0.379119486,0.532179475,0.347608447,0.454520613,0.598849893,0.720484436,0.245408908,0.153731436,0.163019985,0.168617189,0.324050814,0.45972994,0.090629727,0.123100415,0.173362702,0.217905045,0.299597889,0.351102412,0.119887866,0.336230665,0.279634506,0.130353957,0.304967642,0.299408227,0.238971531,0.130999863,0.377701968,0.302569598,0.246008828,0.139071628,0.125403896,0.388504356,0.111922547,0.34926483,0.391960293,0.372894734,0.268532395,0.159515813,0.309899509,0.289845675,0.651048243,1.158738375,0.51779902,0.500775635,0.580436051,0.330567867,0.515712678,0.302231997,0.576862812,0.153277591,0.157463148,0.156232864,0.144517958,0.13995932,0.156693771,0.144734681,0.138167351,0.146153539,0.139695778,0.155110911,0.16102989,0.181723952,0.15339525,0.15325287,0.164785981,0.200139269,0.223799273,0.174885854,0.194084585,0.276784211,0.233457327,0.119499095,0.271048069,0.269861072,0.125215739,0.142583653,0.23619175,0.225543737,0.090211868,0.208753034,0.178564325,0.406156898,0.196497545,0.145537689,0.136066943,0.123373784,0.142466247,0.126670808,0.400295556
t448,0.182014436,0.320417047,0.210215017,0.414977789,0.422550529,0.196242362,0.423742443,0.174318343,0.314463347,0.150512874,0.280497283,0.118770719,0.13459821,0.20682165,0.803367913,0.652090847,0.674482465,0.695451081,0.435664803,0.293822229,0.142899156,0.355759114,0.214882851,0.485547483,0.457312316,0.932506561,0.352419972,0.205600053,0.520112514,0.602889895,0.870876491,0.358024955,0.663443327,0.18705219,0.361373037,0.326303154,0.4388161,0.387877345,0.53412801,0.356364161,0.438448519,0.632950127,0.712568343,0.238073498,0.155179664,0.164870188,0.167324901,0.325065881,0.444419503,0.090232953,0.122897483,0.169170946,0.216639608,0.304581255,0.344722837,0.119382344,0.342535883,0.280497283,0.129446298,0.31332469,0.290516704,0.233781055,0.129655674,0.386745602,0.301855177,0.253032237,0.138828516,0.129704565,0.373851031,0.108750865,0.347333908,0.399769217,0.35126099,0.279529423,0.156142712,0.314463347,0.285544723,0.6736359,1.146513462,0.529096425,0.476891994,0.561320722,0.355903506,0.52146095,0.298742265,0.566402793,0.152922824,0.16078265,0.155918777,0.144625276,0.139871791,0.156585515,0.145814046,0.139426947,0.146805868,0.141274616,0.155166879,0.163393736,0.183008477,0.15414317,0.150620863,0.163447589,0.200556278,0.224212676,0.175022483,0.194475606,0.274632692,0.228834882,0.12446513,0.26917544,0.271223754,0.124404326,0.142232239,0.236450538,0.223717794,0.092035547,0.210405603,0.186483279,0.370312274,0.19514358,0.14682582,0.131567523,0.121852107,0.141760841,0.125848532,0.362721294
t449,0.201220423,0.343787342,0.210841939,0.439624786,0.429909348,0.193777516,0.407126993,0.172438174,0.31907475,0.163192153,0.281361789,0.121161416,0.13087143,0.205903336,0.809939146,0.674917579,0.678329289,0.712143362,0.435714096,0.291264892,0.136959463,0.375182718,0.214838251,0.489010215,0.437627524,0.976259291,0.370322526,0.203123778,0.509263337,0.587108552,0.85126555,0.379342407,0.65900147,0.185573295,0.357303411,0.325831383,0.438391,0.397112161,0.535642743,0.36599189,0.422113925,0.671045184,0.70474869,0.230620682,0.156865016,0.166800365,0.165994063,0.323722988,0.429557651,0.089836664,0.122694656,0.165026218,0.21537824,0.309622139,0.338430941,0.118877575,0.348929405,0.281361789,0.128540978,0.321842879,0.281805247,0.228656694,0.128316641,0.39596352,0.301141918,0.260177583,0.138585567,0.134058744,0.359639049,0.105608568,0.345411122,0.407705992,0.330597728,0.290818781,0.152800649,0.31907475,0.281286657,0.683986485,1.135362506,0.540631115,0.45405063,0.542830229,0.387126416,0.527270436,0.294894695,0.555020273,0.1525684,0.164132625,0.155604959,0.144732609,0.139784291,0.156477302,0.146896705,0.140691042,0.147459403,0.142860487,0.155222833,0.16577293,0.184297368,0.154892609,0.148007959,0.162114069,0.200973719,0.224626482,0.175159171,0.194867089,0.272975892,0.223439574,0.130425021,0.266801417,0.271412462,0.123743631,0.141245037,0.237075195,0.221972182,0.094911776,0.208353788,0.187558681,0.342359364,0.192528531,0.149727061,0.129181355,0.123564117,0.140921146,0.124279156,0.334566921
t450,0.221433148,0.368417472,0.211111203,0.462420136,0.436894119,0.196778163,0.387723714,0.175788522,0.323809743,0.178666428,0.281631917,0.123225361,0.12768577,0.205082938,0.826098084,0.706343532,0.682199895,0.729281902,0.435763359,0.288250595,0.131117925,0.394019485,0.214793622,0.492495745,0.418682814,1.022636652,0.384963244,0.200663283,0.498627871,0.573715389,0.832169473,0.401479244,0.654415727,0.185508817,0.353241026,0.325360149,0.437966257,0.406526774,0.537161529,0.375821859,0.406300098,0.711631894,0.697023988,0.223304063,0.15855822,0.168740734,0.164668024,0.321926445,0.415125012,0.089581303,0.122495651,0.161086306,0.214112177,0.314363152,0.332120419,0.118493974,0.354879647,0.281631917,0.127806708,0.330011904,0.274291873,0.223688409,0.127054781,0.404414713,0.300870478,0.266827673,0.138246626,0.137909576,0.347245574,0.102638967,0.344093978,0.414933532,0.311470926,0.30127117,0.149574041,0.323809743,0.277070701,0.681635618,1.125244617,0.552410364,0.432184696,0.52493453,0.425248295,0.53314203,0.290703744,0.542789698,0.152214333,0.1675134,0.155291423,0.144840002,0.139696807,0.15636909,0.147982642,0.141959637,0.14811413,0.144453481,0.155278802,0.168167606,0.185590729,0.155643642,0.14541392,0.160785362,0.201391637,0.225040719,0.175295889,0.19525896,0.271325648,0.218116641,0.13648805,0.264440805,0.27160117,0.123084217,0.140260592,0.237700865,0.22023423,0.0978131,0.207089424,0.185076803,0.31873253,0.191785514,0.152295098,0.1287729,0.126864538,0.140023485,0.123589367,0.310165882
t451,0.234058902,0.361150473,0.208917275,0.464328051,0.440609097,0.199802473,0.369076014,0.179169223,0.32999,0.194807991,0.271128714,0.122122936,0.129162818,0.205148965,0.847864807,0.743751228,0.688909233,0.731602609,0.435222834,0.275266945,0.128895089,0.410115063,0.214749068,0.502230287,0.41292429,1.027802944,0.39874351,0.19821839,0.497570574,0.561308026,0.812453568,0.424524873,0.649864197,0.185941771,0.348166198,0.324830532,0.438171059,0.411663622,0.540936291,0.380467057,0.398662657,0.729399562,0.707394361,0.219845667,0.159462214,0.168545842,0.164684474,0.320137084,0.422005028,0.091905691,0.122363999,0.160072669,0.212690666,0.312578946,0.324012101,0.120319702,0.351123542,0.271128714,0.130170241,0.328833401,0.285755098,0.220432594,0.127114773,0.39571628,0.308739305,0.262208194,0.136153877,0.131633788,0.360823452,0.102314517,0.353828371,0.406913668,0.304345876,0.291111261,0.147918835,0.32999,0.272899359,0.679293573,1.115386963,0.564442158,0.411262423,0.507605255,0.466532767,0.5376122,0.286553174,0.530822217,0.151860595,0.170925498,0.154978141,0.14494741,0.139609352,0.156260952,0.149071872,0.143232778,0.148770034,0.146053568,0.155334786,0.170577914,0.186888486,0.15639621,0.142838597,0.159461528,0.201810017,0.225455418,0.175432652,0.195651203,0.269681782,0.212864637,0.142656997,0.262093484,0.271789998,0.122426055,0.139278859,0.238327503,0.218503848,0.100739837,0.207202628,0.185623109,0.294296384,0.193597496,0.152388796,0.1285422,0.129506677,0.138662845,0.125833884,0.280763209
t452,0.245695651,0.349024087,0.206735656,0.466242999,0.444351614,0.202850729,0.351140559,0.182580724,0.336256325,0.211660936,0.260881484,0.12102399,0.130646139,0.205214977,0.870321095,0.783418,0.695836425,0.733157992,0.434652865,0.262670279,0.126966268,0.420070887,0.214608759,0.513246715,0.409394443,1.025586963,0.412660748,0.218820766,0.507811368,0.549403727,0.787896574,0.447921783,0.643345058,0.186552584,0.342884421,0.323595762,0.439831734,0.406597853,0.550006092,0.372816533,0.409067243,0.690724134,0.723368287,0.224825069,0.158583298,0.163588852,0.167717576,0.319921553,0.430778146,0.094246536,0.122232385,0.159061864,0.211274266,0.310801864,0.316048265,0.122155145,0.347397864,0.260881484,0.132549837,0.327657938,0.297533959,0.217203379,0.127174765,0.387171775,0.316751659,0.257639438,0.134073481,0.125468299,0.374809414,0.101990372,0.363772303,0.399023473,0.297335088,0.281185508,0.146271229,0.336256325,0.269369513,0.67696023,1.105642796,0.576734662,0.396871984,0.490815908,0.511390626,0.539607167,0.28244251,0.519109309,0.151507229,0.174369276,0.154665127,0.145054862,0.139521897,0.1561528,0.150164425,0.144510508,0.149427146,0.147660866,0.155390769,0.173004016,0.188190743,0.157150358,0.140281692,0.158142433,0.202228799,0.22587052,0.175569475,0.196043894,0.266889662,0.210708797,0.150926799,0.261732727,0.271814406,0.125974432,0.137997672,0.237784326,0.218008131,0.103619285,0.207564637,0.190449968,0.267363459,0.195294082,0.148925632,0.126679868,0.129844069,0.136997864,0.128092989,0.246416152
t453,0.257674247,0.337209523,0.204566196,0.46816507,0.448121935,0.205923215,0.333877414,0.186023444,0.342610508,0.229273289,0.250880867,0.119928546,0.132135764,0.205281034,0.893422723,0.825413048,0.702840328,0.734717309,0.434083462,0.250443548,0.125048041,0.430230975,0.213884637,0.524491906,0.405889899,1.023376942,0.426983714,0.240794063,0.521232843,0.537747443,0.733254313,0.467544109,0.632451952,0.187164351,0.337663114,0.321181178,0.441498011,0.401584119,0.559225261,0.365288228,0.419697821,0.654284358,0.739746988,0.229867652,0.157706529,0.158697948,0.170775816,0.326608121,0.439707935,0.096603982,0.12210083,0.158053815,0.209863007,0.309031934,0.308225036,0.124000356,0.343702197,0.250880867,0.134945646,0.326485574,0.30964151,0.214000449,0.127234787,0.378777176,0.324911386,0.253120571,0.132005289,0.11941018,0.389222056,0.10166654,0.373932689,0.39125967,0.290435851,0.271486014,0.144631177,0.342610508,0.266482532,0.674635649,1.096011043,0.582520545,0.388635218,0.482345819,0.560306668,0.538472533,0.278371125,0.507643163,0.151154175,0.17784524,0.154352397,0.145162314,0.139434487,0.156044707,0.151260272,0.145792797,0.150085479,0.149275392,0.155446768,0.175446063,0.189497471,0.157906055,0.137743101,0.156828091,0.202648073,0.226286039,0.175706372,0.196436942,0.260536402,0.218165159,0.165865555,0.267621577,0.271323144,0.143236965,0.135777846,0.233594328,0.221384183,0.106292382,0.206384912,0.193829134,0.241248727,0.194829538,0.145495534,0.12364433,0.129978508,0.138410896,0.130919516,0.217089549
t454,0.269576967,0.33049807,0.203214481,0.464721739,0.4518314,0.208064452,0.319451064,0.189497769,0.345157713,0.247697696,0.246276379,0.119968906,0.132127464,0.203508422,0.909517229,0.855509937,0.707747996,0.736611485,0.433674991,0.238404125,0.127576262,0.440601885,0.21276179,0.534576118,0.401697516,1.023638964,0.441706538,0.264026642,0.534992754,0.524671674,0.676380634,0.486760169,0.597198486,0.187665358,0.332501203,0.317479104,0.443169683,0.396621555,0.568597436,0.357879162,0.430561632,0.619892061,0.750069857,0.234974638,0.156831831,0.153871849,0.173859522,0.333396018,0.445488364,0.105175965,0.121792063,0.15724206,0.20820646,0.306259632,0.30159986,0.134498104,0.337663978,0.246276379,0.135370746,0.330917031,0.311797619,0.20973675,0.129642501,0.377369493,0.328733414,0.245791182,0.129963085,0.115204923,0.391822904,0.101507351,0.382136852,0.389148116,0.277772188,0.263326287,0.143282622,0.345157713,0.26361531,0.672319651,1.086488962,0.582901061,0.380537719,0.477344245,0.613857806,0.537340283,0.274338365,0.496415794,0.151307121,0.179371223,0.153750926,0.145303726,0.139355361,0.1558052,0.151943415,0.146793589,0.150736883,0.150156945,0.155277938,0.177359104,0.190344647,0.158092439,0.136535257,0.156363934,0.203027502,0.226576179,0.175683245,0.196413323,0.254278898,0.225765318,0.181436554,0.273594469,0.270832419,0.161377639,0.133571893,0.229447618,0.224789277,0.108986773,0.203217357,0.187941372,0.221800476,0.193172261,0.146485701,0.121489428,0.132835746,0.144651085,0.133917585,0.200670734
t455,0.27997297,0.344190121,0.202801928,0.455171883,0.455464005,0.206490666,0.313899934,0.191066414,0.34156242,0.257817566,0.249960095,0.121422946,0.130257264,0.19947961,0.92596972,0.886933625,0.707308292,0.739333391,0.433662862,0.226445794,0.142975271,0.454511046,0.211370975,0.539071321,0.394664168,1.034057856,0.45585987,0.28692475,0.544992447,0.506358564,0.624263287,0.50670135,0.560009301,0.187782064,0.327334374,0.313807726,0.429210693,0.394192308,0.558955312,0.360208303,0.434507847,0.607768655,0.722941756,0.24072203,0.157830402,0.151862442,0.173391461,0.340287447,0.442035586,0.124322258,0.121202491,0.156739011,0.206161216,0.301915884,0.296739489,0.159940585,0.328010976,0.249960095,0.132659003,0.344525188,0.298014313,0.203817666,0.135855034,0.38700673,0.325487882,0.234168395,0.127954617,0.113812193,0.375486076,0.101609342,0.386982441,0.395922214,0.256573141,0.25739029,0.142389014,0.34156242,0.260767698,0.674932837,1.073141456,0.582970619,0.37257576,0.473747075,0.660917938,0.536210299,0.270629138,0.48788324,0.152928054,0.175201386,0.152316689,0.145543307,0.139300138,0.155185968,0.151424229,0.146968275,0.151365981,0.14890182,0.15445964,0.177700728,0.189850941,0.156630993,0.139145002,0.158354923,0.203290597,0.226502329,0.175197363,0.195185304,0.248114973,0.233513504,0.197680727,0.279653102,0.27034229,0.180465207,0.131379724,0.225343525,0.228223801,0.11170271,0.201188579,0.175507665,0.21196954,0.192132816,0.148163125,0.120187171,0.136931419,0.153390616,0.136749908,0.189070821
t456,0.290629655,0.358304977,0.202389807,0.445796728,0.459122539,0.204923183,0.308417648,0.189858168,0.337995291,0.259988517,0.253677279,0.122883163,0.128397048,0.195492581,0.942792356,0.919774055,0.706868768,0.742066681,0.433650732,0.214836121,0.159069449,0.474037111,0.209985048,0.543603361,0.38773194,1.044614434,0.469386131,0.30777055,0.549361467,0.479577988,0.576329529,0.527409673,0.525116801,0.187239334,0.32213968,0.310166597,0.408149451,0.393023312,0.540223837,0.367492706,0.434892416,0.606212854,0.696906269,0.246890932,0.159925252,0.151463032,0.1708657,0.342449069,0.438606173,0.144586176,0.120613925,0.156236649,0.204126701,0.297614992,0.29193306,0.187289611,0.318561137,0.253677279,0.129968002,0.358550757,0.284655333,0.19798778,0.142178878,0.396842092,0.322265744,0.222872108,0.125957683,0.112425126,0.359694898,0.10171134,0.391877651,0.402792692,0.236408368,0.251538336,0.141497642,0.337995291,0.257939488,0.688109636,1.01976645,0.583040118,0.364746183,0.470174491,0.685645103,0.535082638,0.267549425,0.484636843,0.154556289,0.171077698,0.15088813,0.145783082,0.139244959,0.154567808,0.150905773,0.147143021,0.15199618,0.147651017,0.153643176,0.178042695,0.189357892,0.155175403,0.141774088,0.160356835,0.203553855,0.226428494,0.174712121,0.193961218,0.242042527,0.241414011,0.214642763,0.285799414,0.269852698,0.200575724,0.129201144,0.221281275,0.231688142,0.114440471,0.211532488,0.169605106,0.202379748,0.191795304,0.14895387,0.119526982,0.140746221,0.15905641,0.139330417,0.181082025
t457,0.301556945,0.372862548,0.201978102,0.436591566,0.462807238,0.203362048,0.303002983,0.188653722,0.334455937,0.262170881,0.257428229,0.124349535,0.126546636,0.191546649,0.953240514,0.940955579,0.70642966,0.744811356,0.433638632,0.203560024,0.175907046,0.497972459,0.208604068,0.548172534,0.380898565,1.055310369,0.481953382,0.329655886,0.552512109,0.454097629,0.543113291,0.543410718,0.492314607,0.186697334,0.316784531,0.306555331,0.387957662,0.391857207,0.522103786,0.374892056,0.435277313,0.604661226,0.671898663,0.253154427,0.162032172,0.151064068,0.168357044,0.340432465,0.435199976,0.166068405,0.120026357,0.155735001,0.202102765,0.293356329,0.287179559,0.216767803,0.309308141,0.257428229,0.127297536,0.373013228,0.271701336,0.192245051,0.148617074,0.406881601,0.319066644,0.211888805,0.123972118,0.111043662,0.344422579,0.101813376,0.396823168,0.409761608,0.217204079,0.245768517,0.140608475,0.334455937,0.25513038,0.701568425,0.951454461,0.583109677,0.357045561,0.466626376,0.711386144,0.533957303,0.264492273,0.481410295,0.156191871,0.16699937,0.149465203,0.146023005,0.13918978,0.153950691,0.150388047,0.147317857,0.152627453,0.146404594,0.152828559,0.178384975,0.188865498,0.153725639,0.144422755,0.162369803,0.203817308,0.226354659,0.174227506,0.192741051,0.251755476,0.240459234,0.222799435,0.285378397,0.268051744,0.217377186,0.128484488,0.216832817,0.233457908,0.114005335,0.223786309,0.17622757,0.195968926,0.192578822,0.148330912,0.119795039,0.143159851,0.159357533,0.142127559,0.176235273
t458,0.310355455,0.384628356,0.197596699,0.414138705,0.45783928,0.201807186,0.297654629,0.187453106,0.329486698,0.264364719,0.266933382,0.122642294,0.123377092,0.192228481,0.95214659,0.939889371,0.707727015,0.74730885,0.435699373,0.201677725,0.185683295,0.523031116,0.207227945,0.558270395,0.373920828,1.057637572,0.494828284,0.352660477,0.555409133,0.429825127,0.519728363,0.555648506,0.467620909,0.186156154,0.311493307,0.303861171,0.368704289,0.390702277,0.5045681,0.382381618,0.435671717,0.60311693,0.652040422,0.259514719,0.164151326,0.150665551,0.165865287,0.338424772,0.444229901,0.187910214,0.136777163,0.156360313,0.192518443,0.296539396,0.280251175,0.235536233,0.309793115,0.266933382,0.127295956,0.382262617,0.262628645,0.188190967,0.162706912,0.410249472,0.315134317,0.199959174,0.124826774,0.114909656,0.33995232,0.10282857,0.395512968,0.405677617,0.204159677,0.242786899,0.141321942,0.329486698,0.252426863,0.715318263,0.888771296,0.583179355,0.349654436,0.463102341,0.738204718,0.532834172,0.261457294,0.478203446,0.157834813,0.16296573,0.148047909,0.146263093,0.139134571,0.153334618,0.149871081,0.147492811,0.153259858,0.145162463,0.152015775,0.178727552,0.188373715,0.152281627,0.14709118,0.164393902,0.204080939,0.226280853,0.173743501,0.191524744,0.272972882,0.233519435,0.224629775,0.280504882,0.26537466,0.231826171,0.128753215,0.212147579,0.234064609,0.111423112,0.234457791,0.182552308,0.189703777,0.19662194,0.146969289,0.120661728,0.144756466,0.161826655,0.147299543,0.171599671
t459,0.317118227,0.393688589,0.192303538,0.389555365,0.450822502,0.199996933,0.300241381,0.186256275,0.323949754,0.26657024,0.279216141,0.119994529,0.119839981,0.194308862,0.951053917,0.938824654,0.710022092,0.749667645,0.438960224,0.203412816,0.190320939,0.549293876,0.213485196,0.573383451,0.366841346,1.052734017,0.508022368,0.362740457,0.556142449,0.40975675,0.503945827,0.564468741,0.450662494,0.189890161,0.306264788,0.301669329,0.380507112,0.391661704,0.48818785,0.383002073,0.438404649,0.602365613,0.636897624,0.256671578,0.168433249,0.156321988,0.168073177,0.33642593,0.461855114,0.210642219,0.162526116,0.15747571,0.180019334,0.303010046,0.272489667,0.249413744,0.314477324,0.279216141,0.128446087,0.389215231,0.25523755,0.184867933,0.180801302,0.410673469,0.310912907,0.187866285,0.126917154,0.121138155,0.340013206,0.104243696,0.391511381,0.396920979,0.193766057,0.240995094,0.142732561,0.323949754,0.250642389,0.729368687,0.831048846,0.585889697,0.344278336,0.459602118,0.766169727,0.531713367,0.258444369,0.475016147,0.159485251,0.158975974,0.146636173,0.146503314,0.139079407,0.152719572,0.14935486,0.147667825,0.153893366,0.143924683,0.151204824,0.179070458,0.187882572,0.150843382,0.149779648,0.166429192,0.204344764,0.226207063,0.173260137,0.190312326,0.295314968,0.226697534,0.226468548,0.275686532,0.262714714,0.246815383,0.129022166,0.207517788,0.234672219,0.108860306,0.243896469,0.181190252,0.181783527,0.20285435,0.145786002,0.121405475,0.151452422,0.171291038,0.153836578,0.165247634
t460,0.323985755,0.402922481,0.187082842,0.366170287,0.443900824,0.196633652,0.353663385,0.185063198,0.318480581,0.268787384,0.291864723,0.117366925,0.116338782,0.196400613,0.949962974,0.937761724,0.712325454,0.752034962,0.442242384,0.20515573,0.195015833,0.569219232,0.220835313,0.588906884,0.359867305,1.047860384,0.521547377,0.367447942,0.546590567,0.399688512,0.488613993,0.573428094,0.442071348,0.207236126,0.301097959,0.300127089,0.392610669,0.392623186,0.472299546,0.383623302,0.441152424,0.60161531,0.622125506,0.253631562,0.172817111,0.162214831,0.17040664,0.333546609,0.48010385,0.234780028,0.190222189,0.158594534,0.167923391,0.309578091,0.264868587,0.263777822,0.319211662,0.291864723,0.129599974,0.396270156,0.247976571,0.181573913,0.199811965,0.411097795,0.306731611,0.176147401,0.129020169,0.127481014,0.340074033,0.10566479,0.387542784,0.388320118,0.183647826,0.239211127,0.144148782,0.318480581,0.249599934,0.743729711,0.777720511,0.594653308,0.340502381,0.456080317,0.795356572,0.533024967,0.25545314,0.4718481,0.161143184,0.155029401,0.14522998,0.1467437,0.139024243,0.152105629,0.148839355,0.147842929,0.154527962,0.14269115,0.150395691,0.179413691,0.187392071,0.149410874,0.152488321,0.168475807,0.204608753,0.226133257,0.172777414,0.189103737,0.318873644,0.219990462,0.228315905,0.270922542,0.260071605,0.262375653,0.129291296,0.20294255,0.235280737,0.106316701,0.252863765,0.177326977,0.172972158,0.206902847,0.144777671,0.121909134,0.162040755,0.187740907,0.172820002,0.157632038
t461,0.330960453,0.412335008,0.182108223,0.348385662,0.44005087,0.193299606,0.414073229,0.184542567,0.313763767,0.274327934,0.303840011,0.115373395,0.112601526,0.198056236,0.934179068,0.924153745,0.714637101,0.754410803,0.445545912,0.206765682,0.199769095,0.582142055,0.22926946,0.604857504,0.35299623,1.043015361,0.53047961,0.372203171,0.537199378,0.398152351,0.473713726,0.58253026,0.433623582,0.238723591,0.298338085,0.298590243,0.405026317,0.393586487,0.456881285,0.384245366,0.443915308,0.60086602,0.607710719,0.250613809,0.177253336,0.168204084,0.172754899,0.330560058,0.499009669,0.259454429,0.219411373,0.159537762,0.156930149,0.31597963,0.257535785,0.278407544,0.324119002,0.303840011,0.130755901,0.403045833,0.241370976,0.178418264,0.219173834,0.410827368,0.302771062,0.165272191,0.131006539,0.133441597,0.340154827,0.10698723,0.383935213,0.380029052,0.174046457,0.237113088,0.145494878,0.313763767,0.248560145,0.758411705,0.728303015,0.607283413,0.336757421,0.452440232,0.82584691,0.537195504,0.252483428,0.468699217,0.162808672,0.151125357,0.143829301,0.146984279,0.138969123,0.151492685,0.148324609,0.148018107,0.15516369,0.141461849,0.149588361,0.179757223,0.18690218,0.147984028,0.155217484,0.170533836,0.204872921,0.226059496,0.172295332,0.187899038,0.343750983,0.213395402,0.230171829,0.266211867,0.257445216,0.278540313,0.129560664,0.198420793,0.235890195,0.103792109,0.26177454,0.17511794,0.166098848,0.206257209,0.143840387,0.122425564,0.181892991,0.259678483,0.205838233,0.151620641
t462,0.328315318,0.407856405,0.178227693,0.357860059,0.454178572,0.189994439,0.482937962,0.18482326,0.326181889,0.282743871,0.290174216,0.118219554,0.106805995,0.196210265,0.913345337,0.906179786,0.708211362,0.740025222,0.44523409,0.20557107,0.189612821,0.5950616,0.237885475,0.570638895,0.348474234,1.08659482,0.537047565,0.376501828,0.52796489,0.397749901,0.462407976,0.59267503,0.425324023,0.27485761,0.296778232,0.29705891,0.41226545,0.391863137,0.453688115,0.382405668,0.442949086,0.596287847,0.590496361,0.247545213,0.179210886,0.172937781,0.175023302,0.327593118,0.479809731,0.260145217,0.233102128,0.156081349,0.163922906,0.315864503,0.254026473,0.287294984,0.332137525,0.290174216,0.131871313,0.400408685,0.247929201,0.177984595,0.223347411,0.393718541,0.303303719,0.166579023,0.129808262,0.127184957,0.340727866,0.105732262,0.388468236,0.375732005,0.170809418,0.227202088,0.144974068,0.326181889,0.247522935,0.757641733,0.691755533,0.620190561,0.333043158,0.444661677,0.844144225,0.54213196,0.248710275,0.465011865,0.164481744,0.147263139,0.14243409,0.147225007,0.138913959,0.150880784,0.147810608,0.148193359,0.155800536,0.14023681,0.148782834,0.180101082,0.18641296,0.14656283,0.157967314,0.172603354,0.205137283,0.225985706,0.171813861,0.186698109,0.330686271,0.221844211,0.236066133,0.266755849,0.260797888,0.28714025,0.132274553,0.210173279,0.238083214,0.102936678,0.272546321,0.174424976,0.162796259,0.205722615,0.142972633,0.123074025,0.217911184,0.406019241,0.254411429,0.150876507
t463,0.324286669,0.40140906,0.174386978,0.367531955,0.468707204,0.186717778,0.562166154,0.185104147,0.338954061,0.291329235,0.276929289,0.121089458,0.101108029,0.194373116,0.893080831,0.888632894,0.701574445,0.725430429,0.444806546,0.20438014,0.179029539,0.608274162,0.247132599,0.532350004,0.344291091,1.139573097,0.540716231,0.374427199,0.5208655,0.397347838,0.458230734,0.605004072,0.41722244,0.314371496,0.296202779,0.295532942,0.408273071,0.384658247,0.475573808,0.375545055,0.434350938,0.583973289,0.573239565,0.244340435,0.175642937,0.174734071,0.17709589,0.324724138,0.458717018,0.260837108,0.247276112,0.152657509,0.171051502,0.315749407,0.250546724,0.296370685,0.340301126,0.276929289,0.132990271,0.397785783,0.254594296,0.177551433,0.227565393,0.377196372,0.303837061,0.167890519,0.128614068,0.121038631,0.34130159,0.104481943,0.393044531,0.37147361,0.167600438,0.217531547,0.144453973,0.338954061,0.246488407,0.754538119,0.670419931,0.633383811,0.329359263,0.436894447,0.860856652,0.547112703,0.244848996,0.461267591,0.165679112,0.144278377,0.141896307,0.147503823,0.138742357,0.150462702,0.147760391,0.147942156,0.155878782,0.139025882,0.148063004,0.180098951,0.185968235,0.145435587,0.159965903,0.173706293,0.205148637,0.22546801,0.171154708,0.185697004,0.317054391,0.230874747,0.242152974,0.267434388,0.264332563,0.295704484,0.135072738,0.222727403,0.240328893,0.102125578,0.297951221,0.174033031,0.161951184,0.206477687,0.142209709,0.123733439,0.27830258,0.601452231,0.323090881,0.150133878
